,link,name,cost_text,coordinates,rooms,external_information,desc,bedroom,bathroom,parking,weekly_rent,postcode,bond
209,https://www.domain.com.au/108-best-street-fitzroy-north-vic-3068-16054451,108 Best Street Fitzroy North VIC 3068,"$1,300.00","[-37.78135, 144.9838569]","[['4 Beds'], ['3 Baths'], ['1 Parking']]",Date Available: Available NowBond $6414,Jayde Cashion,4,3,1,1300.0,3068,6414.0
210,https://www.domain.com.au/168-bellair-street-kensington-vic-3031-16036739,168 Bellair Street Kensington VIC 3031,$1300pw/ $5649pcm,"[-37.7934088, 144.9298053]","[['5 Beds'], ['2 Baths'], ['2 Parking']]","Available from Wednesday, 7th September 2022Bond $5649"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",5,2,2,3474.5,3031,5649.0
211,https://www.domain.com.au/704-toorak-road-malvern-vic-3144-16033240,704 Toorak Road Malvern VIC 3144,"$1,300 per week","[-37.8445733, 145.0344809]","[['4 Beds'], ['3 Baths'], ['2 Parking']]",Date Available: Available NowBond $7800," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",4,3,2,1300.0,3144,7800.0
212,https://www.domain.com.au/1801-572-st-kilda-road-melbourne-vic-3004-15295861,1801/572 St Kilda Road Melbourne VIC 3004,"$1,300 per week","[-37.8477661, 144.9786951]","[['3 Beds'], ['3 Baths'], ['2 Parking']]",Date Available: Available NowBond $6500," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",3,3,2,1300.0,3004,6500.0
213,https://www.domain.com.au/510-main-street-mordialloc-vic-3195-16013425,510 Main Street Mordialloc VIC 3195,"$1,300.00","[-38.0037679, 145.0841208]","[['8 Beds'], ['4 Baths'], ['4 Parking']]",Date Available: Available NowBond $6000,"Homes like this do not become available very often and this one has been cared for immaculately. If you are searching for a large family home in the bayside area close to schools, shops, and the Main street lifestyle strip then look no further !",8,4,4,1300.0,3195,6000.0
214,https://www.domain.com.au/11-matong-road-mount-eliza-vic-3930-16056509,11 Matong Road Mount Eliza VIC 3930,"$1,300 per week","[-38.1854739, 145.0773569]","[['5 Beds'], ['2 Baths'], ['3 Parking'], []]","Available from Monday, 12th September 2022Bond $5649Land area 1046m²","The intoxicating calm delivered by gentle sea-breezes and mesmerising bay view's deliver a statement in beachside Mount Eliza living, where surprisingly generous proportions and a practical design sit before a hypnotic backdrop. ",5,2,3,1300.0,3930,5649.0
215,https://www.domain.com.au/34-coane-street-oakleigh-east-vic-3166-12568276,34 Coane Street Oakleigh East VIC 3166,$1300 week,"[-37.9129792, 145.1161421]","[['4 Beds'], ['3 Baths'], ['2 Parking'], []]",Date Available: Available NowBond $6000Land area 192m²Internal area 149m²,"To Enquire on this Property, Text this code E21 to 0472 782 321 (no call number), or use the 'Contact Agent' tab to send an email.",4,3,2,1300.0,3166,6000.0
216,https://www.domain.com.au/5505-18-hoff-boulevard-southbank-vic-3006-14946313,5505/18 Hoff Boulevard Southbank VIC 3006,$1300/week,"[-37.825817, 144.9640414]","[['3 Beds'], ['2 Baths'], ['2 Parking']]","Available from Monday, 19th September 2022Bond $7800",Don't miss this exclusive opportunity to lease this brand new sub-penthouse in the latest release.,3,2,2,1300.0,3006,7800.0
217,https://www.domain.com.au/55-mathoura-road-toorak-vic-3142-15992791,55 Mathoura Road Toorak VIC 3142,"$1,300 per week","[-37.8450759, 145.0071648]","[['4 Beds'], ['3 Baths'], ['2 Parking']]",Date Available: Available NowBond $8248," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",4,3,2,1300.0,3142,8248.0
218,https://www.domain.com.au/3-wise-close-windsor-vic-3181-16048317,3 Wise Close Windsor VIC 3181,"$1,300.00","[-37.8564218, 144.9968344]","[['4 Beds'], ['3 Baths'], ['2 Parking']]",Date Available: Available NowBond $5779,Bo Natoli,4,3,2,1300.0,3181,5779.0
219,https://www.domain.com.au/321-499-st-kilda-road-melbourne-vic-3004-15961714,321/499 St Kilda Road Melbourne VIC 3004,$1299 per week (Fully furnished),"[-37.8431328, 144.9793408]","[['2 Beds'], ['2 Baths'], ['2 Parking']]",Date Available: Available NowBond $5644," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",2,2,2,1299.0,3004,5644.0
220,https://www.domain.com.au/425b-beach-road-beaumaris-vic-3193-16014933,425B Beach Road Beaumaris VIC 3193,"$1,295.00","[-37.9937063, 145.0334204]","[['4 Beds'], ['2 Baths'], ['3 Parking']]","Available from Monday, 12th September 2022Bond $6475",Simone Buckley,4,2,3,1295.0,3193,6475.0
221,https://www.domain.com.au/1-dawson-avenue-brighton-vic-3186-16026885,1 Dawson Avenue Brighton VIC 3186,"$1,295.00","[-37.8928982, 144.9898622]","[['4 Beds'], ['3 Baths'], ['2 Parking']]","Available from Friday, 2nd September 2022Bond $7770",Tara Stewart,4,3,2,1295.0,3186,7770.0
222,https://www.domain.com.au/20-budd-street-brighton-vic-3186-16000254,20 Budd Street Brighton VIC 3186,"$1,295.00","[-37.9024789, 144.9999333]","[['4 Beds'], ['2 Baths'], ['2 Parking']]",Date Available: Available NowBond $7770,"Perfectly located, full of natural light, this comfortable family home offers low maintenance lifestyle only minutes from Bay Street.
Comprising;
- Inviting lounge room
- Brilliant open plan living and dining area
- Spacious kitchen with stainless steel appliances
- Massive main bedroom retreat with bay-window sitting area and walk-in wardrobes
- Superb fully tiled ensuite 
- Three further large",4,2,2,1295.0,3186,7770.0
223,https://www.domain.com.au/520-585-latrobe-street-melbourne-melbourne-vic-3000-11355962,"520/585 Latrobe Street, Melbourne Melbourne VIC 3000","$1,290 per week","[-37.8132781, 144.9518268]","[['3 Beds'], ['2 Baths'], []]",Date Available: Available Now,Phone enquiries - please quote property ID 18047,3,2,0,1290.0,3000,
224,https://www.domain.com.au/st-georges-rd-elsternwick-vic-3185-16004960,St Georges Rd Elsternwick VIC 3185,"$1,280","[-37.8811067, 145.0035052]","[['4 Beds'], ['2 Baths'], ['2 Parking']]",Date Available: Available NowBond $5547," class=""css-1sv4kwn"">Sorry, no image available.",4,2,2,1280.0,3185,5547.0
225,https://www.domain.com.au/1-109-collins-street-mentone-vic-3194-15990964,1/109 Collins Street Mentone VIC 3194,"$1,280 Per Week","[-37.9800554, 145.0665012]","[['4 Beds'], ['3 Baths'], ['2 Parking']]",Date Available: Available Now,"Intelligently designed, constructed to the highest standard and within a short walk to all the amenities one could want from this pocket of Mentone, this brand new 4-bedroom, 3-bathroom home has a commanding street presence and an interior to match.",4,3,2,1280.0,3194,
226,https://www.domain.com.au/234-bridport-west-street-albert-park-vic-3206-16010656,234 Bridport West Street Albert Park VIC 3206,$1175 pw,"[-37.8418654, 144.9507193]","[['3 Beds'], ['2 Baths'], []]",Date Available: Available NowBond $7050,"An opportunity to live in a character and poised on the brink of greatness property, this largely traditional, fronted freestanding Victorian residence, ready and waiting for someone to move in. Situated where the irresistible village vibes of Bridport St mingle with sea breezes and easy city access, this basically presented, three bedroom home offers everything you need in a rental ",3,2,0,1175.0,3206,7050.0
227,https://www.domain.com.au/35b-hawson-avenue-glen-huntly-vic-3163-15385741,35B Hawson Avenue Glen Huntly VIC 3163,"$1,275 per week","[-37.8932139, 145.0398549]","[['4 Beds'], ['4 Baths'], ['2 Parking']]","Available from Friday, 9th September 2022Bond $5541",*** SEND THROUGH ENQUIRY TO BE SENT A VIRTUAL INSPECTION ***,4,4,2,1275.0,3163,5541.0
228,https://www.domain.com.au/54-mills-street-albert-park-vic-3206-16038651,54 Mills Street Albert Park VIC 3206,"$1,250.00","[-37.8458219, 144.9585182]","[['3 Beds'], ['2 Baths'], ['1 Parking']]",Date Available: Available NowBond $8100,Matthew Curnow,3,2,1,1250.0,3206,8100.0
229,https://www.domain.com.au/6-sophia-avenue-aspendale-vic-3195-15841211,6 Sophia Avenue Aspendale VIC 3195,"$1,250.00","[-38.0242147, 145.0991843]","[['4 Beds'], ['3 Baths'], ['2 Parking']]",Date Available: Available NowBond $10000,Brand new high-end luxury home with stunning ocean views from Carrum to Black Rock. Absolutely no expense has been spared when building this dream home.,4,3,2,1250.0,3195,10000.0
230,https://www.domain.com.au/5-bona-vista-avenue-aspendale-vic-3195-15836728,5 Bona Vista Avenue Aspendale VIC 3195,"$1,250.00","[-38.0243155, 145.0992087]","[['3 Beds'], ['3 Baths'], ['2 Parking']]",Date Available: Available NowBond $10000,Brand new high-end luxury home with stunning ocean views from Carrum to Black Rock. Absolutely no expense has been spared when building this dream home.,3,3,2,1250.0,3195,10000.0
231,https://www.domain.com.au/2-14-laurel-street-bentleigh-east-vic-3165-15830320,2/14 Laurel Street Bentleigh East VIC 3165,"$1,250 per week","[-37.9194749, 145.0584466]","[['2 Beds'], ['2 Baths'], ['1 Parking'], []]",Date Available: Available NowBond $5450Land area 80m²Internal area 110m²,Phone Enquiry Property ID: 1600 (Quote when call or text),2,2,1,1250.0,3165,5450.0
232,https://www.domain.com.au/6-10a-iluka-street-black-rock-vic-3193-15976495,6/10A Iluka Street Black Rock VIC 3193,$1250 pw,"[-37.9748108, 145.0246639]","[['4 Beds'], ['3 Baths'], ['2 Parking']]",Date Available: Available NowBond $5432," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",4,3,2,1250.0,3193,5432.0
233,https://www.domain.com.au/2-mary-street-brighton-vic-3186-15998426,2 Mary Street Brighton VIC 3186,"$1,250.00","[-37.9128458, 144.9976091]","[['3 Beds'], ['2 Baths'], ['1 Parking']]",Date Available: Available NowBond $7500,You MUST register for an inspection and we ask that you also confirm your attendance. AN AGENT WILL NOT BE PRESENT IF YOU DO NOT REGISTER and CONFIRM. Your consideration and co-operation is appreciated.,3,2,1,1250.0,3186,7500.0
234,https://www.domain.com.au/84-bay-street-brighton-vic-3186-16053410,84 Bay Street Brighton VIC 3186,"$1,250 per week","[-37.9047434, 144.9946824]","[['3 Beds'], ['2 Baths'], ['1 Parking']]",Date Available: Available NowBond $7500," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",3,2,1,1250.0,3186,7500.0
235,https://www.domain.com.au/23-moffat-street-brighton-vic-3186-16052400,23 Moffat Street Brighton VIC 3186,"$1,250.00","[-37.923216, 144.9972863]","[['4 Beds'], ['2 Baths'], ['2 Parking']]",Date Available: Available NowBond $7500,Melissa Gilder,4,2,2,1250.0,3186,7500.0
236,https://www.domain.com.au/483-brunswick-road-brunswick-west-vic-3055-16060476,483 Brunswick Road Brunswick West VIC 3055,$1250 pw / $5431 pcm,"[-37.774681, 144.9425789]","[['5 Beds'], ['3 Baths'], ['2 Parking']]","Available from Thursday, 15th September 2022Bond $5431","To book an inspection for this property, please 'email agent' and we will respond instantly with available inspection times. Please note you must register to attend an inspection. ",5,3,2,3340.5,3055,5431.0
237,https://www.domain.com.au/52-glengarry-ave-burwood-vic-3125-16055697,52 Glengarry Ave Burwood VIC 3125,"$1,250 weekly","[-37.8450253, 145.1171943]","[['0 Beds'], ['5 Baths'], ['2 Parking']]",Date Available: Available NowBond $5432," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",0,5,2,1250.0,3125,5432.0
238,https://www.domain.com.au/4a-miriam-st-caulfield-vic-3162-16038430,4a Miriam St Caulfield VIC 3162,"$1,250 weekly","[-37.8847512, 145.0360526]","[['4 Beds'], ['3 Baths'], ['2 Parking']]",Date Available: Available NowBond $5432,*** YOU MUST PRE-REGISTER TO ATTEND THE SCHEDULED INSPECTION ***,4,3,2,1250.0,3162,5432.0
239,https://www.domain.com.au/16-morrice-street-caulfield-north-vic-3161-16063822,16 Morrice Street Caulfield North VIC 3161,$1250 per week,"[-37.8770358, 145.009532]","[['4 Beds'], ['3 Baths'], ['3 Parking']]",Date Available: Available NowBond $5432," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",4,3,3,1250.0,3161,5432.0
240,https://www.domain.com.au/3-raymond-grove-caulfield-south-vic-3162-16062955,3 Raymond Grove Caulfield South VIC 3162,"$1,250 per week","[-37.9004638, 145.0185507]","[['5 Beds'], ['2 Baths'], ['5 Parking']]",Date Available: Available NowBond $5432," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",5,2,5,1250.0,3162,5432.0
241,https://www.domain.com.au/62-the-esplanade-clifton-hill-vic-3068-16030931,62 The Esplanade Clifton Hill VIC 3068,"$1,250.00","[-37.7860602, 145.003947]","[['4 Beds'], ['3 Baths'], ['2 Parking']]",Date Available: Available NowBond $5431," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",4,3,2,1250.0,3068,5431.0
242,https://www.domain.com.au/6-farey-avenue-dromana-vic-3936-15933448,6 Farey Avenue Dromana VIC 3936,$1250 per week,"[-38.3428025, 144.9452456]","[['4 Beds'], ['2 Baths'], ['2 Parking']]",Date Available: Available Now," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",4,2,2,1250.0,3936,
243,https://www.domain.com.au/802-250-barkly-street-footscray-vic-3011-15637877,802/250 Barkly Street Footscray VIC 3011,"$1,250.00 per week","[-37.7991355, 144.8960709]","[['4 Beds'], ['3 Baths'], ['2 Parking']]",Date Available: Available NowBond $5432," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",4,3,2,1250.0,3011,5432.0
244,https://www.domain.com.au/8-winona-rd-mount-eliza-vic-3930-16037188,8 Winona Rd Mount Eliza VIC 3930,"$1,250 weekly","[-38.2032107, 145.1062473]","[['5 Beds'], ['3 Baths'], ['5 Parking']]",Date Available: Available NowBond $5432," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",5,3,5,1250.0,3930,5432.0
245,https://www.domain.com.au/114-evans-street-port-melbourne-vic-3207-16061520,114 Evans Street Port Melbourne VIC 3207,"$1,250.00","[-37.8334848, 144.9417999]","[['4 Beds'], ['2 Baths'], [], []]",Date Available: Available NowBond $7500Land area 301m²,Amy Wang,4,2,0,1250.0,3207,7500.0
246,https://www.domain.com.au/5a-mulberry-street-richmond-vic-3121-16046225,5A Mulberry Street Richmond VIC 3121,"$1,250.00","[-37.8189594, 144.9925736]","[['3 Beds'], ['2 Baths'], ['2 Parking']]","Available from Wednesday, 14th September 2022Bond $8147"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",3,2,2,1250.0,3121,8147.0
247,https://www.domain.com.au/5-bute-street-seddon-vic-3011-16032374,5 Bute Street Seddon VIC 3011,$1250 pw,"[-37.8041246, 144.8952361]","[['5 Beds'], ['3 Baths'], ['2 Parking']]",Date Available: Available NowBond $7500," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",5,3,2,1250.0,3011,7500.0
248,https://www.domain.com.au/28-walter-st-williamstown-north-vic-3016-14144044,28 Walter St Williamstown North VIC 3016,$1250 per week,"[-37.85344, 144.8734443]","[['5 Beds'], ['2 Baths'], ['9 Parking']]",Date Available: Available NowBond $10000,"Perfectly positioned within close proximity to parkland, shopping and Williamstown Beach this impeccable 5 bedroom family home is ideal for the growing family looking for luxury living in the popular Williamstown area.",5,2,9,1250.0,3016,10000.0
249,https://www.domain.com.au/204-154-chapel-street-st-kilda-vic-3182-15058693,204/154 Chapel Street St Kilda VIC 3182,$1246pw - Stay 1 mth+,"[-37.8702738, 144.9902496]","[['2 Beds'], ['1 Bath'], ['1 Parking']]",Date Available: Available NowBond $5414," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",2,1,1,1246.0,3182,5414.0
250,https://www.domain.com.au/501-154-chapel-street-st-kilda-vic-3182-15504156,501/154 Chapel Street St Kilda VIC 3182,$1218pw - Stay 1 mth+,"[-37.8702738, 144.9902496]","[['2 Beds'], ['2 Baths'], ['1 Parking']]",Date Available: Available NowBond $5293," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",2,2,1,1218.0,3182,5293.0
251,https://www.domain.com.au/33-barkly-ave-armadale-vic-3143-16064100,33 Barkly Ave Armadale VIC 3143,"$1,200 weekly","[-37.859964, 145.026537]","[['3 Beds'], ['2 Baths'], []]","Available from Thursday, 29th September 2022Bond $7200",Bonita Carroll,3,2,0,1200.0,3143,7200.0
252,https://www.domain.com.au/2541-frankston-flinders-road-bittern-vic-3918-16043833,2541 Frankston - Flinders Road Bittern VIC 3918,$1200 Per Week,"[-38.344508, 145.168794]","[['4 Beds'], ['2 Baths'], ['2 Parking']]","Available from Sunday, 11th September 2022Bond $5214"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",4,2,2,1200.0,3918,5214.0
253,https://www.domain.com.au/301-184-186-bay-street-brighton-vic-3186-16032875,301 184-186 Bay Street Brighton VIC 3186,"$1,200","[-37.905327, 144.998633]","[['3 Beds'], ['3 Baths'], []]",Date Available: Available NowBond $5214," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",3,3,0,1200.0,3186,5214.0
254,https://www.domain.com.au/5-budd-street-brighton-vic-3186-16063793,5 Budd Street Brighton VIC 3186,"$1,200.00","[-37.9021797, 144.999589]","[['3 Beds'], ['2 Baths'], ['2 Parking']]","Available from Friday, 30th September 2022Bond $5214","Beautiful period charm oozing both style and contemporary sophistication throughout this fully renovated 3 bedroom home. With two living areas this home is also fully equipped to enjoy a lifestyle of indulgent poolside luxury. Peacefully nestled in a quiet cul-de-sac with only a brief walk to Bay Street and premier Bayside schools, the location couldn't be more convenient. A front patio leads you",3,2,2,1200.0,3186,5214.0
255,https://www.domain.com.au/19-30-esplanade-brighton-vic-3186-16060402,19/30 Esplanade Brighton VIC 3186,$1200 Per Week,"[-37.9261793, 144.9882201]","[['3 Beds'], ['2 Baths'], ['2 Parking']]",Date Available: Available NowBond $7200,Paul Tunney,3,2,2,1200.0,3186,7200.0
256,https://www.domain.com.au/brunswick-west-vic-3055-15679865,Brunswick West VIC 3055,"$1,200","[-37.75864809999999, 144.9448586]","[['3 Beds'], ['1 Bath'], ['1 Parking']]",Date Available: Available NowBond $4000," class=""css-1sv4kwn"">Sorry, no image available.",3,1,1,1200.0,3055,4000.0
257,https://www.domain.com.au/22-dorrit-street-carlton-vic-3053-16031791,22 Dorrit Street Carlton VIC 3053,"$1,200 per week","[-37.8000253, 144.9664421]","[['3 Beds'], ['2 Baths'], ['2 Parking']]",Date Available: Available NowBond $5214,Hannah Scheetz,3,2,2,1200.0,3053,5214.0
258,https://www.domain.com.au/160-bambra-road-caulfield-north-vic-3161-16061853,160 Bambra Road Caulfield North VIC 3161,"$1,200.00","[-37.886093, 145.0294647]","[['4 Beds'], ['2 Baths'], ['2 Parking']]","Available from Wednesday, 28th September 2022Bond $5214",***IMPORTANT REGISTER TO INSPECT PROPERTIES ***,4,2,2,1200.0,3161,5214.0
259,https://www.domain.com.au/7-3-garden-court-elwood-vic-3184-16006537,7/3 Garden Court Elwood VIC 3184,$1200.00 per week,"[-37.8727151, 144.9853005]","[['3 Beds'], ['3 Baths'], ['2 Parking']]",Date Available: Available NowBond $5241," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",3,3,2,1200.0,3184,5241.0
260,https://www.domain.com.au/8-royal-lane-fitzroy-vic-3065-7853784,8 Royal Lane Fitzroy VIC 3065,$1200pw - Stay 1 mth+,"[-37.804695, 144.9746986]","[['2 Beds'], ['2 Baths'], ['1 Parking']]",Date Available: Available NowBond $750,"Fitzroy Gardens Residences located in Fitzroy is only a few meters from Carlton Gardens, Royal Exhibition Building, St Vincent's Hospital, Melbourne Museum and an array of shopping strips. Amid a tranquil garden setting, our apartment offers fully equipped kitchens, laundry facilities, generous living and dining areas, allowing guests to relax in comfort and privacy.",2,2,1,1200.0,3065,750.0
261,https://www.domain.com.au/8-royal-lane-fitzroy-vic-3065-7853786,8 Royal Lane Fitzroy VIC 3065,$1200pw - Stay 1 mth+,"[-37.804695, 144.9746986]","[['1 Bed'], ['1 Bath'], ['1 Parking']]",Date Available: Available NowBond $750,"Fitzroy Gardens Residences located in Fitzroy is only a few meters from Carlton Gardens, Royal Exhibition Building, St Vincent's Hospital, Melbourne Museum and an array of shopping strips. Amid a tranquil garden setting, our apartment offers fully equipped kitchens, laundry facilities, generous living and dining areas, allowing guests to relax in comfort and privacy.",1,1,1,1200.0,3065,750.0
262,https://www.domain.com.au/48-young-street-fitzroy-vic-3065-16027093,48 Young Street Fitzroy VIC 3065,$1200pw/$5214pcm,"[-37.806859, 144.978375]","[['3 Beds'], ['2 Baths'], ['2 Parking']]","Available from Monday, 19th September 2022Bond $7200"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",3,2,2,3207.0,3065,7200.0
